station_code,monitor_time,aqi,pm25,pm10,so2,no2,co,o3
1102A,2026-02-13 07:00:00,171,103.06,130.88,22.69,36.83,1.91,86.25
1103A,2026-02-13 07:00:00,157,98.26,126.97,5.71,30.56,1.8,111.83
1104A,2026-02-13 07:00:00,37,28.85,43.4,16.94,21.66,2.35,50.47
1105A,2026-02-13 07:00:00,91,57.95,60.31,10.62,32.21,1.03,33.07
1106A,2026-02-13 07:00:00,68,45.96,67.63,28.36,31.24,0.72,105.0
1107A,2026-02-13 07:00:00,37,27.25,28.93,6.89,25.87,2.37,90.28
1108A,2026-02-13 07:00:00,43,16.69,40.52,18.01,33.52,2.23,99.35
1109A,2026-02-13 07:00:00,37,27.82,16.39,26.38,18.3,2.3,106.3
1201A,2026-02-13 07:00:00,203,121.28,160.54,10.53,46.7,1.87,116.19
1202A,2026-02-13 07:00:00,74,37.56,67.58,16.15,26.07,2.21,28.07
1203A,2026-02-13 07:00:00,57,28.48,57.83,14.17,29.17,0.56,99.01
1204A,2026-02-13 07:00:00,150,91.42,109.61,21.4,16.99,0.69,99.52
4401A,2026-02-13 07:00:00,76,35.6,60.26,20.34,20.68,1.22,77.84
4402A,2026-02-13 07:00:00,65,39.33,64.32,23.41,46.07,1.4,53.69
4403A,2026-02-13 07:00:00,129,72.8,109.43,8.85,23.09,1.35,24.59
4404A,2026-02-13 07:00:00,117,60.23,83.97,28.9,34.57,2.41,95.73
4405A,2026-02-13 07:00:00,185,116.46,141.14,14.46,29.17,1.49,114.2
4406A,2026-02-13 07:00:00,126,81.3,95.34,6.29,30.9,2.03,45.22
4407A,2026-02-13 07:00:00,38,16.71,21.23,24.54,47.11,1.23,47.19
4408A,2026-02-13 07:00:00,195,119.37,165.71,6.86,37.39,1.66,60.18
4409A,2026-02-13 07:00:00,189,113.71,151.63,11.25,35.89,1.59,26.63
4401B,2026-02-13 07:00:00,197,110.66,165.88,13.53,48.76,1.21,91.42
4402B,2026-02-13 07:00:00,189,113.99,153.64,16.07,25.38,2.26,64.66
4403B,2026-02-13 07:00:00,175,100.16,132.95,23.01,43.64,2.43,49.28
4404B,2026-02-13 07:00:00,159,95.84,132.0,20.62,28.82,2.1,51.64
4405B,2026-02-13 07:00:00,35,29.77,19.62,29.01,17.87,2.18,29.5
4406B,2026-02-13 07:00:00,169,101.77,138.74,24.28,25.56,1.88,99.02
5101A,2026-02-13 07:00:00,196,108.76,169.63,24.11,18.57,0.9,22.45
5102A,2026-02-13 07:00:00,159,91.23,121.51,13.89,26.84,0.71,59.48
5103A,2026-02-13 07:00:00,95,65.22,84.49,17.37,34.52,0.89,114.69
5104A,2026-02-13 07:00:00,71,36.85,63.73,21.45,15.32,0.54,90.81
5105A,2026-02-13 07:00:00,111,59.78,80.39,27.47,30.51,1.63,20.32
5106A,2026-02-13 07:00:00,145,96.62,109.11,5.11,30.49,0.69,49.65
5107A,2026-02-13 07:00:00,151,94.89,107.81,28.41,49.6,2.42,32.77
1101A,2026-02-13 08:00:00,104,57.94,72.7,28.1,16.09,1.7,49.22
1102A,2026-02-13 08:00:00,57,37.82,39.14,27.05,34.24,0.86,56.58
1103A,2026-02-13 08:00:00,45,17.19,23.7,14.56,27.35,0.89,70.51
1104A,2026-02-13 08:00:00,186,113.34,135.94,22.85,45.76,1.29,91.6
1105A,2026-02-13 08:00:00,168,91.62,128.88,27.58,42.36,2.17,59.61
1106A,2026-02-13 08:00:00,49,31.65,27.07,18.43,44.11,2.48,111.32
1107A,2026-02-13 08:00:00,200,125.75,154.49,20.57,33.59,0.81,57.98
1108A,2026-02-13 08:00:00,120,81.34,110.25,25.45,44.65,1.97,29.15
1109A,2026-02-13 08:00:00,84,43.93,80.64,24.25,24.71,1.72,79.85
1201A,2026-02-13 08:00:00,122,63.95,95.88,23.93,21.78,0.51,104.87
1202A,2026-02-13 08:00:00,62,29.24,42.47,27.65,40.94,0.82,41.05
1203A,2026-02-13 08:00:00,213,125.53,173.54,11.08,15.89,1.08,21.33
1204A,2026-02-13 08:00:00,159,93.44,117.16,5.79,16.51,1.65,46.11
4401A,2026-02-13 08:00:00,96,51.5,81.2,9.94,33.55,1.79,75.26
4402A,2026-02-13 08:00:00,123,70.34,109.61,14.44,22.17,2.38,89.44
4403A,2026-02-13 08:00:00,190,108.73,152.6,16.47,21.22,1.11,76.6
4404A,2026-02-13 08:00:00,132,77.26,103.47,27.08,27.91,0.77,48.54
4405A,2026-02-13 08:00:00,66,40.63,50.54,20.56,27.01,0.68,100.69
4406A,2026-02-13 08:00:00,132,70.36,116.13,8.9,22.05,0.66,60.97
4407A,2026-02-13 08:00:00,120,77.04,102.39,14.29,34.45,2.02,51.92
4408A,2026-02-13 08:00:00,193,123.23,162.85,7.76,29.22,2.31,91.17
4409A,2026-02-13 08:00:00,124,82.89,111.24,28.63,48.62,2.41,69.24
4401B,2026-02-13 08:00:00,116,69.1,95.09,28.05,20.46,1.25,66.41
4402B,2026-02-13 08:00:00,50,24.11,48.15,19.95,26.0,1.54,99.52
4403B,2026-02-13 08:00:00,204,126.03,161.36,22.76,36.23,0.87,28.55
4404B,2026-02-13 08:00:00,210,132.46,169.4,28.56,24.0,0.66,48.81
4405B,2026-02-13 08:00:00,212,136.93,183.61,10.44,36.58,2.38,101.09
4406B,2026-02-13 08:00:00,109,64.2,74.38,18.18,17.78,2.09,67.06
5101A,2026-02-13 08:00:00,146,91.79,117.09,15.17,28.45,0.77,96.86
5102A,2026-02-13 08:00:00,69,46.14,60.84,25.95,37.88,0.82,117.57
5103A,2026-02-13 08:00:00,120,71.2,110.09,17.42,40.08,1.0,105.57
5104A,2026-02-13 08:00:00,104,61.61,96.16,5.12,40.23,1.28,63.78
5105A,2026-02-13 08:00:00,193,124.55,155.93,25.08,31.78,2.07,26.36
5106A,2026-02-13 08:00:00,177,109.08,154.88,7.82,38.89,1.97,21.7
5107A,2026-02-13 08:00:00,139,76.38,117.85,23.0,16.05,1.71,21.12
1101A,2026-02-13 09:00:00,111,65.52,75.32,20.58,41.52,1.36,99.54
1102A,2026-02-13 09:00:00,139,90.46,120.09,17.66,45.54,2.23,60.05
1103A,2026-02-13 09:00:00,127,79.14,107.55,12.98,21.06,0.67,89.98
1104A,2026-02-13 09:00:00,165,103.27,142.39,27.36,34.58,1.2,115.43
1105A,2026-02-13 09:00:00,155,99.6,117.69,12.3,32.87,1.02,89.17
1106A,2026-02-13 09:00:00,175,111.98,144.13,25.15,40.62,1.22,115.47
1107A,2026-02-13 09:00:00,42,34.39,43.49,9.9,49.28,1.46,80.07
1108A,2026-02-13 09:00:00,155,96.21,133.45,14.28,19.51,0.93,91.13
1109A,2026-02-13 09:00:00,123,82.97,111.89,8.53,16.86,2.06,43.53
1201A,2026-02-13 09:00:00,149,79.75,132.59,17.62,21.57,0.68,90.23
1202A,2026-02-13 09:00:00,118,78.37,88.9,18.23,37.65,2.34,50.35
1203A,2026-02-13 09:00:00,107,71.82,98.61,15.76,16.63,1.47,112.92
1204A,2026-02-13 09:00:00,127,76.01,90.49,25.91,28.9,1.98,46.24
4401A,2026-02-13 09:00:00,83,50.65,53.72,29.27,42.23,0.96,116.23
4402A,2026-02-13 09:00:00,98,65.87,80.35,28.91,19.07,1.65,67.23
4403A,2026-02-13 09:00:00,159,96.48,113.2,25.56,25.71,0.96,75.86
4404A,2026-02-13 09:00:00,55,28.08,48.92,18.39,41.98,0.87,92.28
4405A,2026-02-13 09:00:00,128,86.0,116.5,15.02,33.79,2.26,119.52
4406A,2026-02-13 09:00:00,69,33.75,51.76,15.51,31.1,1.2,119.08
4407A,2026-02-13 09:00:00,205,120.59,165.55,8.03,37.69,2.48,81.1
4408A,2026-02-13 09:00:00,154,94.84,123.71,26.2,24.13,0.86,47.86
4409A,2026-02-13 09:00:00,155,96.69,132.34,15.54,19.99,0.86,96.73
4401B,2026-02-13 09:00:00,134,77.12,110.48,5.38,48.3,0.95,76.0
4402B,2026-02-13 09:00:00,98,54.89,81.16,19.75,43.84,0.66,86.01
4403B,2026-02-13 09:00:00,105,53.17,88.81,28.8,49.25,1.58,87.92
4404B,2026-02-13 09:00:00,58,38.81,34.42,12.48,29.72,1.25,55.29
4405B,2026-02-13 09:00:00,188,121.11,160.18,20.91,31.72,2.02,96.83
4406B,2026-02-13 09:00:00,79,43.67,77.16,11.49,45.66,1.65,46.59
5101A,2026-02-13 09:00:00,197,112.21,146.68,10.97,28.85,0.62,59.71
5102A,2026-02-13 09:00:00,82,44.18,56.67,9.97,16.91,0.74,77.44
5103A,2026-02-13 09:00:00,145,94.24,116.72,22.18,30.26,1.26,102.89
5104A,2026-02-13 09:00:00,94,57.02,68.58,23.72,20.88,0.68,88.75
5105A,2026-02-13 09:00:00,131,82.74,108.3,19.34,15.61,1.84,62.83
5106A,2026-02-13 09:00:00,148,87.99,133.0,26.08,31.19,2.11,86.23
5107A,2026-02-13 09:00:00,140,78.34,113.12,8.6,49.0,0.87,80.17
1101A,2026-02-13 10:00:00,143,76.15,111.84,18.3,48.26,1.38,35.37
1102A,2026-02-13 10:00:00,221,122.86,181.92,7.84,28.59,2.01,57.88
1103A,2026-02-13 10:00:00,141,88.05,99.1,23.69,39.27,2.48,35.85
1104A,2026-02-13 10:00:00,152,89.66,119.02,10.87,39.09,2.14,88.51
1105A,2026-02-13 10:00:00,50,23.95,40.53,7.11,28.77,1.73,23.21
1106A,2026-02-13 10:00:00,53,25.31,55.38,28.27,42.63,1.07,45.64
1107A,2026-02-13 10:00:00,62,31.7,62.5,26.05,25.73,1.79,46.69
1108A,2026-02-13 10:00:00,78,53.7,65.64,14.08,29.75,2.13,112.61
1109A,2026-02-13 10:00:00,130,76.43,96.02,13.32,36.01,1.92,42.51
1201A,2026-02-13 10:00:00,107,70.76,99.21,22.24,32.03,2.01,106.84
1202A,2026-02-13 10:00:00,85,45.07,67.04,10.58,16.55,2.39,106.69
1203A,2026-02-13 10:00:00,181,99.75,150.53,6.98,46.98,1.09,57.23
1204A,2026-02-13 10:00:00,155,83.61,115.91,26.15,49.76,1.25,29.64
4401A,2026-02-13 10:00:00,121,64.14,87.03,25.64,24.77,1.74,38.72
4402A,2026-02-13 10:00:00,121,66.98,89.52,10.81,29.14,0.9,35.43
4403A,2026-02-13 10:00:00,86,44.24,76.09,6.32,30.98,1.01,109.88
4404A,2026-02-13 10:00:00,71,36.52,64.84,16.09,43.1,1.41,78.73
4405A,2026-02-13 10:00:00,220,126.34,184.27,10.5,41.55,1.43,115.97
4406A,2026-02-13 10:00:00,216,123.36,159.8,18.79,40.18,1.65,51.65
4407A,2026-02-13 10:00:00,177,99.43,138.61,25.63,34.86,1.81,36.67
4408A,2026-02-13 10:00:00,206,114.16,164.87,8.97,29.84,0.67,33.29
4409A,2026-02-13 10:00:00,183,110.67,133.43,23.66,17.48,2.29,34.75
4401B,2026-02-13 10:00:00,195,113.64,144.14,16.86,42.68,1.73,42.01
4402B,2026-02-13 10:00:00,111,66.16,75.47,29.85,15.91,0.59,50.33
4403B,2026-02-13 10:00:00,171,96.01,147.51,21.52,39.11,0.52,66.95
4404B,2026-02-13 10:00:00,101,58.31,71.52,6.16,26.17,1.86,109.91
4405B,2026-02-13 10:00:00,61,44.15,43.48,29.68,44.37,2.03,104.43
4406B,2026-02-13 10:00:00,176,99.68,134.71,19.69,25.45,1.74,43.28
5101A,2026-02-13 10:00:00,112,64.06,79.63,9.3,15.96,0.86,86.59
5102A,2026-02-13 10:00:00,192,123.02,143.12,27.95,25.82,2.31,84.46
5103A,2026-02-13 10:00:00,81,48.84,78.29,29.81,38.46,1.14,57.65
5104A,2026-02-13 10:00:00,167,90.32,137.74,14.83,27.24,2.08,86.21
5105A,2026-02-13 10:00:00,95,60.91,76.66,17.71,20.86,1.62,63.45
5106A,2026-02-13 10:00:00,148,85.95,117.79,14.09,46.09,1.61,92.18
5107A,2026-02-13 10:00:00,46,22.52,34.49,16.25,34.78,2.32,110.95
1101A,2026-02-13 11:00:00,85,45.92,65.41,29.32,26.28,0.82,38.02
1102A,2026-02-13 11:00:00,175,97.87,142.07,8.28,29.52,2.12,106.24
1103A,2026-02-13 11:00:00,155,96.89,126.03,25.29,41.85,1.24,97.81
1104A,2026-02-13 11:00:00,228,135.83,194.37,29.73,34.3,2.03,94.88
1105A,2026-02-13 11:00:00,65,29.03,48.54,28.32,48.86,1.57,66.53
1106A,2026-02-13 11:00:00,75,37.54,70.6,13.52,18.33,0.71,41.76
1107A,2026-02-13 11:00:00,72,48.1,60.05,23.16,27.26,2.34,49.74
1108A,2026-02-13 11:00:00,80,52.01,49.47,25.62,44.05,1.69,38.81
1109A,2026-02-13 11:00:00,98,60.18,71.35,9.79,35.95,2.02,92.84
1201A,2026-02-13 11:00:00,91,50.17,74.8,5.83,20.22,0.93,66.13
1202A,2026-02-13 11:00:00,91,49.3,61.41,8.43,32.15,1.13,36.79
1203A,2026-02-13 11:00:00,103,57.86,95.12,27.94,43.79,2.44,75.43
1204A,2026-02-13 11:00:00,214,120.33,171.19,9.83,34.61,1.36,79.73
4401A,2026-02-13 11:00:00,95,58.67,90.78,22.3,45.58,0.95,26.45
4402A,2026-02-13 11:00:00,93,53.9,75.62,7.57,22.5,2.15,37.16
4403A,2026-02-13 11:00:00,168,95.09,120.24,29.15,18.16,0.51,52.77
4404A,2026-02-13 11:00:00,207,127.6,155.71,20.18,42.72,1.19,101.2
4405A,2026-02-13 11:00:00,87,48.63,78.31,23.86,44.88,0.86,83.81
4406A,2026-02-13 11:00:00,85,51.75,81.98,27.52,20.96,0.6,62.82
4407A,2026-02-13 11:00:00,38,25.8,20.92,14.51,34.25,1.55,58.43
4408A,2026-02-13 11:00:00,216,133.19,162.11,9.56,33.0,1.48,112.06
4409A,2026-02-13 11:00:00,104,53.43,69.5,20.08,33.26,0.98,78.09
4401B,2026-02-13 11:00:00,63,39.24,53.5,16.85,26.3,1.2,41.29
4402B,2026-02-13 11:00:00,229,127.87,181.61,21.56,32.57,1.08,85.01
4403B,2026-02-13 11:00:00,216,137.16,165.49,11.79,45.79,0.64,107.2
4404B,2026-02-13 11:00:00,220,140.86,184.41,20.6,46.49,1.97,66.12
4405B,2026-02-13 11:00:00,112,63.81,89.88,6.16,46.09,0.55,52.74
4406B,2026-02-13 11:00:00,193,122.66,156.04,25.2,49.31,2.22,44.93
5101A,2026-02-13 11:00:00,197,126.24,167.46,24.96,43.99,0.87,89.61
5102A,2026-02-13 11:00:00,105,57.83,94.78,16.86,35.79,2.33,116.87
5103A,2026-02-13 11:00:00,141,88.08,103.48,27.51,22.93,1.45,38.33
5104A,2026-02-13 11:00:00,155,95.41,126.09,21.82,18.01,1.39,39.42
5105A,2026-02-13 11:00:00,179,102.15,138.92,13.95,34.24,2.46,27.5
5106A,2026-02-13 11:00:00,207,128.33,179.07,11.45,42.45,2.38,110.75
5107A,2026-02-13 11:00:00,42,22.54,30.06,26.37,24.86,1.96,59.94
1101A,2026-02-13 12:00:00,202,113.41,170.33,7.16,24.97,1.05,74.9
1102A,2026-02-13 12:00:00,107,59.43,98.07,6.14,16.14,2.44,38.45
1103A,2026-02-13 12:00:00,153,94.01,136.44,11.84,47.61,2.43,24.01
1104A,2026-02-13 12:00:00,80,44.18,71.27,25.81,18.89,0.71,59.14
1105A,2026-02-13 12:00:00,124,81.98,112.21,19.43,18.39,1.08,110.34
1106A,2026-02-13 12:00:00,79,43.67,67.35,20.74,47.39,1.14,58.61
1107A,2026-02-13 12:00:00,88,43.52,75.79,14.7,43.86,2.44,82.25
1108A,2026-02-13 12:00:00,107,68.12,92.14,14.55,25.32,1.06,60.79
1109A,2026-02-13 12:00:00,171,110.8,144.73,10.8,17.32,2.22,93.5
1201A,2026-02-13 12:00:00,178,99.77,143.58,25.14,32.08,1.89,77.7
1202A,2026-02-13 12:00:00,215,136.39,182.12,15.03,43.07,1.07,32.05
1203A,2026-02-13 12:00:00,113,60.12,96.29,22.65,25.12,2.13,25.42
1204A,2026-02-13 12:00:00,227,140.47,185.41,13.08,37.9,0.51,41.17
4401A,2026-02-13 12:00:00,100,54.95,92.2,21.79,49.78,2.45,40.28
4402A,2026-02-13 12:00:00,65,44.35,53.76,5.2,43.26,1.49,55.1
4403A,2026-02-13 12:00:00,169,103.95,126.2,17.41,15.94,2.4,56.72
4404A,2026-02-13 12:00:00,211,129.44,167.74,28.22,19.74,2.14,99.29
4405A,2026-02-13 12:00:00,208,129.64,154.79,11.79,23.26,2.18,80.05
4406A,2026-02-13 12:00:00,122,71.11,97.1,15.22,25.99,0.66,50.56
4407A,2026-02-13 12:00:00,102,51.79,76.63,29.9,37.68,1.56,84.64
4408A,2026-02-13 12:00:00,157,92.88,119.31,27.94,25.31,0.93,27.79
4409A,2026-02-13 12:00:00,93,49.61,70.38,21.42,47.27,0.96,23.05
4401B,2026-02-13 12:00:00,178,110.59,156.84,6.1,49.75,2.44,116.64
4402B,2026-02-13 12:00:00,65,42.92,47.72,23.98,30.8,2.46,66.11
4403B,2026-02-13 12:00:00,114,73.78,98.16,22.97,22.76,1.68,72.73
4404B,2026-02-13 12:00:00,152,83.11,116.13,26.88,27.29,1.17,42.26
4405B,2026-02-13 12:00:00,223,141.48,173.88,19.38,28.8,0.91,65.26
4406B,2026-02-13 12:00:00,208,130.38,158.04,12.64,24.52,2.26,34.02
5101A,2026-02-13 12:00:00,109,74.6,79.65,16.27,44.28,1.11,54.12
5102A,2026-02-13 12:00:00,62,32.61,41.64,23.99,44.04,0.92,107.43
5103A,2026-02-13 12:00:00,45,19.84,50.25,28.84,43.78,0.81,39.15
5104A,2026-02-13 12:00:00,226,131.14,167.57,16.71,40.69,1.09,27.09
5105A,2026-02-13 12:00:00,205,113.48,165.84,18.86,48.62,1.77,21.36
5106A,2026-02-13 12:00:00,141,81.58,119.53,7.67,39.01,0.96,39.93
5107A,2026-02-13 12:00:00,206,115.63,155.46,10.7,17.86,0.88,91.61
1101A,2026-02-13 13:00:00,105,64.31,90.64,28.93,45.77,0.53,49.06
1102A,2026-02-13 13:00:00,161,99.11,115.52,18.92,41.08,1.62,92.65
1103A,2026-02-13 13:00:00,113,73.99,82.47,22.06,28.04,1.04,69.78
1104A,2026-02-13 13:00:00,197,113.38,168.9,8.13,31.24,1.63,77.99
1105A,2026-02-13 13:00:00,165,103.52,136.09,25.99,44.05,1.23,72.25
1106A,2026-02-13 13:00:00,109,65.47,99.86,20.31,37.11,2.23,21.91
1107A,2026-02-13 13:00:00,172,112.89,127.21,18.89,17.42,1.18,37.49
1108A,2026-02-13 13:00:00,98,61.75,72.85,15.6,33.0,1.97,109.05
1109A,2026-02-13 13:00:00,59,34.32,49.21,27.84,16.53,1.44,72.49
1201A,2026-02-13 13:00:00,85,60.86,75.07,17.04,33.57,1.87,70.42
1202A,2026-02-13 13:00:00,105,55.85,86.8,13.77,22.89,1.67,119.6
1203A,2026-02-13 13:00:00,196,114.05,155.43,22.95,39.33,1.14,75.91
1204A,2026-02-13 13:00:00,204,112.87,164.8,22.42,24.2,0.74,25.92
4401A,2026-02-13 13:00:00,172,106.54,144.77,12.79,22.12,0.83,34.12
4402A,2026-02-13 13:00:00,40,18.34,44.59,7.54,27.89,1.23,96.56
4403A,2026-02-13 13:00:00,220,138.28,187.64,15.91,20.93,0.99,40.05
4404A,2026-02-13 13:00:00,144,81.3,125.42,25.35,30.45,2.42,51.29
4405A,2026-02-13 13:00:00,110,68.76,74.23,12.55,49.61,1.68,45.73
4406A,2026-02-13 13:00:00,164,93.64,121.8,14.08,16.41,1.7,117.72
4407A,2026-02-13 13:00:00,155,91.59,110.37,15.29,36.14,0.86,63.51
4408A,2026-02-13 13:00:00,154,91.86,137.34,16.96,37.34,2.44,85.39
4409A,2026-02-13 13:00:00,136,90.13,100.05,14.72,35.21,1.77,21.33
4401B,2026-02-13 13:00:00,57,41.86,55.02,28.54,36.03,1.91,119.21
4402B,2026-02-13 13:00:00,149,80.91,123.28,27.22,33.77,1.86,104.83
4403B,2026-02-13 13:00:00,126,85.33,99.43,28.25,19.89,1.4,75.24
4404B,2026-02-13 13:00:00,169,92.12,126.95,6.54,28.01,1.71,48.64
4405B,2026-02-13 13:00:00,161,88.77,123.34,17.94,42.76,1.16,102.46
4406B,2026-02-13 13:00:00,61,32.19,39.29,5.1,21.49,1.95,96.62
5101A,2026-02-13 13:00:00,212,130.14,172.54,18.79,42.62,2.2,51.23
5102A,2026-02-13 13:00:00,54,27.47,46.08,24.09,20.45,0.81,62.09
5103A,2026-02-13 13:00:00,87,48.73,72.16,17.92,24.31,1.17,98.62
5104A,2026-02-13 13:00:00,172,100.81,122.86,19.35,45.87,1.75,78.95
5105A,2026-02-13 13:00:00,156,87.05,123.48,5.02,49.16,0.57,90.92
5106A,2026-02-13 13:00:00,57,35.1,51.75,12.74,19.62,1.24,98.99
5107A,2026-02-13 13:00:00,210,123.49,182.77,17.32,45.75,1.1,108.01
1101A,2026-02-13 14:00:00,41,17.79,43.73,6.92,42.64,2.04,99.15
1102A,2026-02-13 14:00:00,55,32.19,54.79,12.2,34.19,1.04,62.81
1103A,2026-02-13 14:00:00,196,112.27,148.42,16.93,31.8,1.86,96.0
1104A,2026-02-13 14:00:00,80,43.19,68.32,7.78,46.95,0.59,36.49
1105A,2026-02-13 14:00:00,41,29.95,43.19,17.45,31.59,2.27,44.08
1106A,2026-02-13 14:00:00,178,114.55,154.61,16.97,19.38,0.57,27.12
1107A,2026-02-13 14:00:00,68,32.02,51.17,13.4,25.32,0.54,79.91
1108A,2026-02-13 14:00:00,215,129.93,165.03,10.05,22.93,1.48,78.08
1109A,2026-02-13 14:00:00,105,72.44,98.24,5.12,31.19,1.25,25.27
1201A,2026-02-13 14:00:00,185,119.89,135.07,24.54,21.02,0.62,54.7
1202A,2026-02-13 14:00:00,161,106.04,137.97,19.48,33.44,0.98,112.97
1203A,2026-02-13 14:00:00,45,22.7,31.45,26.89,42.32,1.41,78.99
1204A,2026-02-13 14:00:00,111,60.35,101.91,28.82,34.72,0.78,60.54
4401A,2026-02-13 14:00:00,68,39.49,56.61,11.18,19.5,0.65,98.21
4402A,2026-02-13 14:00:00,193,107.59,141.68,13.5,41.78,1.91,71.14
4403A,2026-02-13 14:00:00,56,30.56,36.19,22.67,19.83,0.52,73.66
4404A,2026-02-13 14:00:00,157,88.74,114.31,25.9,28.0,0.57,42.85
4405A,2026-02-13 14:00:00,63,31.59,40.06,6.24,19.66,2.37,33.56
4406A,2026-02-13 14:00:00,128,83.42,89.79,17.15,35.76,1.21,91.7
4407A,2026-02-13 14:00:00,107,62.34,83.4,22.29,35.52,2.26,25.08
4408A,2026-02-13 14:00:00,161,103.03,120.53,12.49,30.29,1.39,62.62
4409A,2026-02-13 14:00:00,128,85.24,92.37,25.81,43.95,0.54,59.08
4401B,2026-02-13 14:00:00,225,140.21,168.9,13.53,21.61,0.63,112.7
4402B,2026-02-13 14:00:00,205,115.81,158.4,13.18,17.3,1.49,36.41
4403B,2026-02-13 14:00:00,115,76.21,93.22,13.24,24.45,2.33,43.37
4404B,2026-02-13 14:00:00,147,82.89,106.84,28.52,22.86,0.79,40.06
4405B,2026-02-13 14:00:00,60,33.03,40.25,5.34,39.07,1.75,67.82
4406B,2026-02-13 14:00:00,158,91.35,122.36,6.47,26.24,0.57,103.33
5101A,2026-02-13 14:00:00,166,104.7,130.18,15.86,38.27,0.64,101.69
5102A,2026-02-13 14:00:00,37,15.22,35.22,14.39,40.36,1.17,42.46
5103A,2026-02-13 14:00:00,67,49.19,52.24,26.64,47.21,1.78,86.96
5104A,2026-02-13 14:00:00,108,62.32,84.56,12.08,23.22,0.73,91.69
5105A,2026-02-13 14:00:00,215,124.9,177.81,20.07,48.95,0.61,60.66
5106A,2026-02-13 14:00:00,72,39.67,65.68,18.34,24.1,2.07,26.73
5107A,2026-02-13 14:00:00,211,116.61,179.02,8.63,39.32,1.05,92.65
1101A,2026-02-13 15:00:00,183,110.07,139.74,26.62,31.78,1.94,63.18
1102A,2026-02-13 15:00:00,75,45.87,56.66,16.89,48.47,1.14,32.24
1103A,2026-02-13 15:00:00,198,110.76,173.12,23.36,33.31,1.59,105.52
1104A,2026-02-13 15:00:00,158,88.47,111.99,19.94,48.64,2.46,75.46
1105A,2026-02-13 15:00:00,115,77.29,104.72,23.16,19.64,1.3,111.64
1106A,2026-02-13 15:00:00,75,48.87,64.32,18.91,17.49,0.74,62.35
1107A,2026-02-13 15:00:00,90,54.33,67.48,23.12,33.72,1.5,44.87
1108A,2026-02-13 15:00:00,215,127.46,158.91,10.15,49.86,2.23,54.62
1109A,2026-02-13 15:00:00,85,59.88,68.12,9.25,40.94,1.8,117.46
1201A,2026-02-13 15:00:00,160,102.33,132.12,18.03,45.35,2.32,107.54
1202A,2026-02-13 15:00:00,210,120.28,175.52,16.39,26.42,2.3,55.07
1203A,2026-02-13 15:00:00,91,52.7,65.68,27.39,25.52,1.63,27.98
1204A,2026-02-13 15:00:00,112,71.74,75.39,25.58,31.04,1.99,40.06
4401A,2026-02-13 15:00:00,93,47.41,64.27,22.32,36.41,0.61,41.69
4402A,2026-02-13 15:00:00,100,60.19,70.22,6.5,40.88,1.97,67.38
4403A,2026-02-13 15:00:00,66,42.78,67.0,14.34,25.01,2.37,27.65
4404A,2026-02-13 15:00:00,60,43.82,39.03,12.37,42.08,2.5,53.9
4405A,2026-02-13 15:00:00,46,35.32,25.82,17.82,49.66,1.71,107.4
4406A,2026-02-13 15:00:00,116,62.18,91.5,24.89,24.96,1.39,85.0
4407A,2026-02-13 15:00:00,145,95.43,120.24,6.53,25.74,2.1,75.3
4408A,2026-02-13 15:00:00,67,49.17,50.79,7.66,23.59,1.67,37.14
4409A,2026-02-13 15:00:00,205,132.74,159.56,24.04,38.23,2.26,42.87
4401B,2026-02-13 15:00:00,149,88.2,132.97,23.77,43.4,0.54,65.45
4402B,2026-02-13 15:00:00,77,44.52,74.72,20.58,49.24,0.93,63.27
4403B,2026-02-13 15:00:00,66,46.56,53.65,23.23,47.06,2.05,43.51
4404B,2026-02-13 15:00:00,110,72.33,87.94,5.81,17.93,2.41,67.06
4405B,2026-02-13 15:00:00,67,39.76,38.61,23.31,30.05,2.19,74.73
4406B,2026-02-13 15:00:00,172,99.59,145.65,13.28,45.69,0.73,55.79
5101A,2026-02-13 15:00:00,192,112.83,168.33,16.23,26.66,1.65,24.06
5102A,2026-02-13 15:00:00,187,103.82,145.73,7.76,32.81,2.03,45.46
5103A,2026-02-13 15:00:00,63,30.28,40.36,23.34,37.22,2.47,38.38
5104A,2026-02-13 15:00:00,60,29.79,59.22,29.28,33.29,0.51,72.73
5105A,2026-02-13 15:00:00,186,112.26,146.64,25.15,43.47,1.52,63.82
5106A,2026-02-13 15:00:00,126,73.38,86.24,7.93,20.92,1.01,27.95
5107A,2026-02-13 15:00:00,41,22.79,21.4,6.88,32.49,1.88,57.36
1101A,2026-02-13 16:00:00,141,75.28,107.15,5.93,16.33,0.62,84.19
1102A,2026-02-13 16:00:00,85,52.56,55.78,23.45,48.2,1.98,72.11
1103A,2026-02-13 16:00:00,110,72.52,86.66,27.16,33.77,0.51,95.92
1104A,2026-02-13 16:00:00,96,63.46,77.7,29.83,22.88,1.68,40.91
1105A,2026-02-13 16:00:00,188,108.78,137.0,21.38,34.64,0.93,38.62
1106A,2026-02-13 16:00:00,43,35.12,42.04,19.78,21.87,2.09,24.31
1107A,2026-02-13 16:00:00,163,97.03,135.69,26.9,15.88,1.34,117.11
1108A,2026-02-13 16:00:00,163,94.75,131.27,26.87,38.21,2.37,39.45
1109A,2026-02-13 16:00:00,72,49.39,68.42,13.34,27.09,1.0,118.54
1201A,2026-02-13 16:00:00,135,88.03,106.53,29.99,40.73,1.64,111.71
